ID	Name	ClassName	CategoryName	LevelName	IsViewSpecific	OwnerViewName	IsWorkshared	WorksetName	DesignOptionSet	DesignOptionName	PhaseName	
18958	Wood - Veneers	Material	Materials		False		True	Materials				
18959	Wood - Flooring	Material	Materials		False		True	Materials				
18960	Wood - Dimensional Lumber	Material	Materials		False		True	Materials				
18961	Wood - Glue-Laminated	Material	Materials		False		True	Materials				
18962	Wood - Furring	Material	Materials		False		True	Materials				
18963	Plastic - GFRP -  Glass Fiber Reinforced Plastic	Material	Materials		False		True	Materials				
18964	Plastic - Formed Plastic	Material	Materials		False		True	Materials				
18965	Plastic - Vinyl Cove Base	Material	Materials		False		True	Materials				
18966	GFRC -  Glass Fiber Reinforced Concrete	Material	Materials		False		True	Materials				
18967	EIFS - Exterior Insulation and Finish System	Material	Materials		False		True	Materials				
18968	Siding - Clapboard	Material	Materials		False		True	Materials				
18969	Precast Concrete Panels	Material	Materials		False		True	Materials				
18970	Metal Panel	Material	Materials		False		True	Materials				
18971	Curtain Wall Mullions	Material	Materials		False		True	Materials				
18972	Roofing - Generic	Material	Materials		False		True	Materials				
18973	Misc. Air Layers - Air Film - Outside Surface	Material	Materials		False		True	Materials				
18974	Misc. Air Layers - Air Space	Material	Materials		False		True	Materials				
18975	Misc. Air Layers - Air Film - Inside Surface	Material	Materials		False		True	Materials				
18976	Air Barrier - Air Infiltration Barrier	Material	Materials		False		True	Materials				
18977	Insulation / Thermal Barriers - Rigid insulation	Material	Materials		False		True	Materials				
18978	Insulation / Thermal Barriers - Batt insulation	Material	Materials		False		True	Materials				
18979	Insulation / Thermal Barriers - Semi-rigid insulation	Material	Materials		False		True	Materials				
18980	Insulation / Thermal Barriers - EIFS - Exterior Insulation and Finish System	Material	Materials		False		True	Materials				
18981	Insulation / Thermal Barriers - Reflective heat barrier	Material	Materials		False		True	Materials				
18982	Vapor / Moisture Barriers - Vapor Retarder	Material	Materials		False		True	Materials				
18983	Vapor / Moisture Barriers - Damp-proofing	Material	Materials		False		True	Materials				
18984	Glazing - Window Glazing	Material	Materials		False		True	Materials				
18985	Glazing - Curtain Wall Glazing	Material	Materials		False		True	Materials				
18986	Gypsum Wall Board	Material	Materials		False		True	Materials				
18987	GFRG -  Glass Fiber Reinforced Gypsum	Material	Materials		False		True	Materials				
18988	Plaster and Lathe	Material	Materials		False		True	Materials				
18989	Tile	Material	Materials		False		True	Materials				
18990	Terrazzo	Material	Materials		False		True	Materials				
18991	Acoustical Treatment	Material	Materials		False		True	Materials				
18992	Sound Attenuation	Material	Materials		False		True	Materials				
18993	Paints and Coatings	Material	Materials		False		True	Materials				
18994	Plastic	FillPatternElement			False		True	Fill Patterns				
19063	Medium Lines	Element			False		True	Object Styles				
19064	Medium Lines	GraphicsStyle			False		True	Object Styles				
19107	Surface Pattern	GraphicsStyle			False		True	Object Styles				
19108	Surface Pattern	GraphicsStyle			False		True	Object Styles				
19109	Surface Pattern	GraphicsStyle			False		True	Object Styles				
20915	System Panel	Family			False		True	Family  : Curtain Panels : System Panel				
21115	Filled region	GraphicsStyle			False		True	Object Styles				
21857	Steel	FillPatternElement			False		True	Fill Patterns				
21858	Earth	FillPatternElement			False		True	Fill Patterns				
21860	Color Fill Legends	GraphicsStyle			False		True	Object Styles				
21861	Internal Object Styles	GraphicsStyle			False		True	Object Styles				
21874	Concrete	FillPatternElement			False		True	Fill Patterns				
21875	Sand	FillPatternElement			False		True	Fill Patterns				
21878	1/4" Bubble	GraphicsStyle			False		True	Grid Types				
21880	Existing	GraphicsStyle			False		True	Phase Settings				
21881	Demolished	GraphicsStyle			False		True	Phase Settings				
21882	New	GraphicsStyle			False		True	Phase Settings				
21883	Temporary	GraphicsStyle			False		True	Phase Settings				
21884	Future	GraphicsStyle			False		True	Phase Settings				
21886	Project Phase Information	Element			False		True	Phase Settings				
21887	Walls	GraphicsStyle			False		True	Object Styles				
21888	Surface Pattern	GraphicsStyle			False		True	Object Styles				
21889	Windows	GraphicsStyle			False		True	Object Styles				
21890	Glass	GraphicsStyle			False		True	Object Styles				
21891	Frame/Mullion	GraphicsStyle			False		True	Object Styles				
21892	Sill/Head	GraphicsStyle			False		True	Object Styles				
21893	Opening	GraphicsStyle			False		True	Object Styles				
21894	Doors	GraphicsStyle			False		True	Object Styles				
21895	Panel	GraphicsStyle			False		True	Object Styles				
21896	Opening	GraphicsStyle			False		True	Object Styles				
21897	Frame/Mullion	GraphicsStyle			False		True	Object Styles				
21898	Glass	GraphicsStyle			False		True	Object Styles				
21899	Floors	GraphicsStyle			False		True	Object Styles				
21900	Surface Pattern	GraphicsStyle			False		True	Object Styles				
21901	Roofs	GraphicsStyle			False		True	Object Styles				
21902	Surface Pattern	GraphicsStyle			False		True	Object Styles				
21903	Ceilings	GraphicsStyle			False		True	Object Styles				
21904	Columns	GraphicsStyle			False		True	Object Styles				
21905	Stairs	GraphicsStyle			False		True	Object Styles				
21908	Supports	GraphicsStyle			False		True	Object Styles				
21909	<Above> Supports	GraphicsStyle			False		True	Object Styles				
21915	Ramps	GraphicsStyle			False		True	Object Styles				
21916	Massing	GraphicsStyle			False		True	Object Styles				
21917	Curtain Panels	GraphicsStyle			False		True	Object Styles				
21918	Curtain Wall Mullions	GraphicsStyle			False		True	Object Styles				
21919	Generic Models	GraphicsStyle			False		True	Object Styles				
21920	Casework	GraphicsStyle			False		True	Object Styles				
21921	Roads	GraphicsStyle			False		True	Object Styles				
21922	Structural Foundations	GraphicsStyle			False		True	Object Styles				
21923	Structural Framing	GraphicsStyle			False		True	Object Styles				
21924	Topography	GraphicsStyle			False		True	Object Styles				
21925	Existing	GraphicsStyle			False		True	Phase Settings				
21926	Demolished	GraphicsStyle			False		True	Phase Settings				
21927	New	GraphicsStyle			False		True	Phase Settings				
21928	Temporary	GraphicsStyle			False		True	Phase Settings				
21929	Future	GraphicsStyle			False		True	Phase Settings				
21930	Plan Swing	GraphicsStyle			False		True	Object Styles				
21931	Elevation Swing	GraphicsStyle			False		True	Object Styles				
21932	Elevation Swing	GraphicsStyle			False		True	Object Styles				
21933	Plan Swing	GraphicsStyle			False		True	Object Styles				
21936	Trim Projection	GraphicsStyle			False		True	Object Styles				
21943	Empty System Panel	Family			False		True	Family  : Curtain Panels : Empty System Panel				
22040	Scope Boxes	GraphicsStyle			False		True	Object Styles				
22041	Line Weights	Element			False		True	Line Weights				
22055	Diagonal Crosshatch	GraphicsStyle			False		True	Filled Region Types				
22057	Raster Images	GraphicsStyle			False		True	Object Styles				
22059	1/4" Bubble	GraphicsStyle			False		True	Grid Types				
22061	1/4" Head	GraphicsStyle			False		True	Level Types				
22063	No Head	GraphicsStyle			False		True	Level Types				
22066	Radial	GraphicsStyle			False		True	Dimension Styles				
22069	Radial	GraphicsStyle			False		True	Dimension Styles				
22072	Linear	Element			False		True	Dimension Styles				
22073	1/4" Head	Element			False		True	Level Types				
22075	1/4" Bubble	Element			False		True	Grid Types				
22077	Tag 1	Element			False		True	Annotation Family Label Types				
22078	Exterior	Element			False		True	Elevation Tag Types				
22080	ZGF Small - 1/10"	Element			False		True	Text Types				
22081	No Head	Element			False		True	Level Types				
22164	Diagonal Crosshatch	Element			False		True	Filled Region Types				
22165	Radial	Element			False		True	Dimension Styles				
22657	Angular - 3/32" Arial	GraphicsStyle			False		True	Dimension Styles				
22658	Angular - 3/32" Arial	Element			False		True	Dimension Styles				
22660	Angular - 3/32" Arial	GraphicsStyle			False		True	Dimension Styles				
22793	Show Previous Phase	PhaseFilter			False		True	Phase Settings				
22794	Show Previous + New	PhaseFilter			False		True	Phase Settings				
22795	Show Previous + Demo	PhaseFilter			False		True	Phase Settings				
22796	Show Demo + New	PhaseFilter			False		True	Phase Settings				
22797	Show All	PhaseFilter			False		True	Phase Settings				
22799	Insulation Batting Lines	GraphicsStyle			False		True	Line Styles				
22800	<Overhead>	GraphicsStyle			False		True	Line Styles				
22801	<Hidden>	GraphicsStyle			False		True	Line Styles				
22802	<Demolished>	GraphicsStyle			False		True	Line Styles				
22806	Phase - Demo	Material	Materials		False		True	Materials				
22807	Phase - Exist	Material	Materials		False		True	Materials				
22808	Phase - Temporary	Material	Materials		False		True	Materials				
22812	Diagonal 1/8"	GraphicsStyle			False		True	Arrowhead Styles				
23050	Diagonal Up	GraphicsStyle			False		True	Filled Region Types				
23051	Diagonal Up	Element			False		True	Filled Region Types				
23054	Diagonal Down	GraphicsStyle			False		True	Filled Region Types				
23055	Diagonal Down	Element			False		True	Filled Region Types				
23058	Horizontal Lines	GraphicsStyle			False		True	Filled Region Types				
23059	Horizontal Lines	Element			False		True	Filled Region Types				
23062	Vertical Lines	GraphicsStyle			False		True	Filled Region Types				
23063	Vertical Lines	Element			False		True	Filled Region Types				
23066	Solid Black	GraphicsStyle			False		True	Filled Region Types				
23067	Solid Black	Element			False		True	Filled Region Types				
23070	Wood 1	GraphicsStyle			False		True	Filled Region Types				
23071	Wood 1	Element			False		True	Filled Region Types				
23074	Ortho Crosshatch	GraphicsStyle			False		True	Filled Region Types				
23075	Ortho Crosshatch	Element			False		True	Filled Region Types				
23076	Railings	GraphicsStyle			False		True	Object Styles				
23077	Balusters	GraphicsStyle			False		True	Object Styles				
23078	Rails	GraphicsStyle			False		True	Object Styles				
23081	Graphic Style Information	GraphicsStyle			False		True	Dimension Styles				
23082	Text Font	Element			False		True	Dimension Styles				
23084	Graphic Style Information	GraphicsStyle			False		True	Dimension Styles				
23089	Graphic Style Information	GraphicsStyle			False		True	Arrowhead Styles				
23092	Graphic Style Information	GraphicsStyle			False		True	Dimension Styles				
23093	Text Font	Element			False		True	Dimension Styles				
23095	Graphic Style Information	GraphicsStyle			False		True	Dimension Styles				
23100	Graphic Style Information	GraphicsStyle			False		True	Arrowhead Styles				
23853	Curtain Grids	GraphicsStyle			False		True	Object Styles				
24145	Carpet (1)	Material	Materials		False		True	Materials				
24146	Structure - Wood Joist/Rafter Layer	Material	Materials		False		True	Materials				
24184	VCT - Vinyl Composition Tile	Material	Materials		False		True	Materials				
24185	12" Tile	FillPatternElement			False		True	Fill Patterns				
24186	8" Tile	FillPatternElement			False		True	Fill Patterns				
24187	4.25" Tile	FillPatternElement			False		True	Fill Patterns				
24202	Concrete - Cast-in-Place Lightweight Concrete	Material	Materials		False		True	Materials				
24217	Structure - Steel Bar Joist Layer	Material	Materials		False		True	Materials				
24218	Structure - Light Gauge Steel Joist/Rafter Layer	Material	Materials		False		True	Materials				
24241	Structure - Wood Truss Joist/Rafter Layer	Material	Materials		False		True	Materials				
24243	Structure - Wood Joist/Rafter Layer, Batt Insulation	Material	Materials		False		True	Materials				
24244	Roofing - EPDM Membrane	Material	Materials		False		True	Materials				
24245	Roofing - Asphalt Shingle	Material	Materials		False		True	Materials				
24246	Roofing - Metal Standing Seam	Material	Materials		False		True	Materials				
24247	Roofing - Wood Shake	Material	Materials		False		True	Materials				
25102	Glass	Element			False		True	Object Styles				
25125	Glass	GraphicsStyle			False		True	Object Styles				
25133	Glass	GraphicsStyle			False		True	Object Styles				
25462	Arrow Filled 15 Degree	GraphicsStyle			False		True	Arrowhead Styles				
25465	Dot Filled 1/8"	GraphicsStyle			False		True	Arrowhead Styles				
25748	HerringBone 2x6	FillPatternElement			False		True	Fill Patterns				
25749	Parquet 6"	FillPatternElement			False		True	Fill Patterns				
25750	Sand - Dense	FillPatternElement			False		True	Fill Patterns				
25751	Shingle	FillPatternElement			False		True	Fill Patterns				
25754	Aluminum	FillPatternElement			False		True	Fill Patterns				
25757	Arrow Filled 30 Degree	GraphicsStyle			False		True	Arrowhead Styles				
25760	Triangle Filled 3/32"	GraphicsStyle			False		True	Arrowhead Styles				
25763	Dot Open 1/16"	GraphicsStyle			False		True	Arrowhead Styles				
25766	Box Filled 3/32"	GraphicsStyle			False		True	Arrowhead Styles				
25769	Heavy End 1/8"	GraphicsStyle			False		True	Arrowhead Styles				
26330	<Beyond>	GraphicsStyle			False		True	Line Styles				
26331	Lines	GraphicsStyle			False		True	Line Styles				
27477	Surface Pattern	GraphicsStyle			False		True	Object Styles				
27478	Surface Pattern	GraphicsStyle			False		True	Object Styles				
27480	Interior Point	GraphicsStyle			False		True	Object Styles				
27481	Site	GraphicsStyle			False		True	Object Styles				
27483	Interior Point	GraphicsStyle			False		True	Object Styles				
27484	Pads	GraphicsStyle			False		True	Object Styles				
27485	Pads	GraphicsStyle			False		True	Object Styles				
27486	Property Lines	GraphicsStyle			False		True	Object Styles				
27487	Property Lines	GraphicsStyle			False		True	Object Styles				
27488	Profiles	GraphicsStyle			False		True	Object Styles				
27489	Acoustic Ceiling Tile 24" x 48"	Material	Materials		False		True	Materials				
